Date,Order #,Invoice,PO #,Category,Model #,Description,Qty,Ext. Price,Ordered By,Month,Quarter,Warehouse,Category_top
2025-10-02,37686376,198726218,DELL,Packing List Envelopes,S-7815,"American Flag Packing List Envelopes - 4 1/2 x 5 1/2"" 1,000/carton",3,90.0,DELL,2025-10-01,2025Q4,Flowood,Packing List Envelopes
2025-10-02,37686376,198726218,DELL,Tape,S-423,"Uline Industrial Tape - 2 Mil, 2"" x 110 yds, Clear 36 rolls/case",72,138.24,DELL,2025-10-01,2025Q4,Flowood,Tape
2025-10-02,37686376,198726218,DELL,Tape,H-150,"Uline Industrial Side Loader Tape Dispenser - 2""",1,0.0,DELL,2025-10-01,2025Q4,Flowood,Tape
2025-10-02,37686376,198726218,DELL,Stretch Wrap,S-3968,"Uline Stretch Wrap - Cast, 120 gauge, 18"" x 1,000' 4 rolls/case",8,192.0,DELL,2025-10-01,2025Q4,Flowood,Stretch Wrap
2025-10-02,37686376,198726218,DELL,Janitorial Supplies,S-11683,Oil-Dri&reg; Premium Bag - 35 lb,3,57.0,DELL,2025-10-01,2025Q4,Flowood,Janitorial Supplies
2025-10-02,37686376,198726218,DELL,"Boxes, Corrugated",S-16753,"17 x 12 x 10"" Corrugated Boxes 25/bundle",100,190.0,DELL,2025-10-01,2025Q4,Flowood,"Boxes, Corrugated"
2025-10-02,37686376,198726218,DELL,"Boxes, Corrugated",S-4606,"10 x 10 x 48"" Tall Corrugated Boxes 20/bundle",60,309.0,DELL,2025-10-01,2025Q4,Flowood,"Boxes, Corrugated"
2025-10-02,37686376,198726218,DELL,"Boxes, Corrugated",S-4125,"12 x 12 x 12"" Corrugated Boxes 25/bundle",75,81.75,DELL,2025-10-01,2025Q4,Flowood,"Boxes, Corrugated"
2025-10-02,37686376,198726218,DELL,"Boxes, Corrugated",S-4406,"12 x 9 x 6"" Corrugated Boxes 25/bundle",25,23.0,DELL,2025-10-01,2025Q4,Flowood,"Boxes, Corrugated"
2025-10-02,37686376,198726218,DELL,"Boxes, Corrugated",S-4854,"13 x 10 x 5"" Corrugated Boxes 25/bundle",125,156.25,DELL,2025-10-01,2025Q4,Flowood,"Boxes, Corrugated"
2025-10-02,37686376,198726218,DELL,Bubble Cushioning,S-8278P,"Economy Bubble Roll - 16"" x 375', 5/16"", Perforated 3 rolls/bundle",3,153.0,DELL,2025-10-01,2025Q4,Flowood,Other
2025-10-01,42325342,198696106,WHS600JOSE',Shelving and Storage,H-3248,"Wide Span Storage Rack - Wire Decking, 60 x 36 x 72""",1,306.0,JOSE,2025-10-01,2025Q4,Orlando,Other
2025-10-01,42325342,198696106,WHS600JOSE',Carts,H-2504G,"Uline Utility Cart - Standard, 45 x 25 x 33"", Green",1,145.0,JOSE,2025-10-01,2025Q4,Orlando,Other
2025-10-01,42325342,198696106,WHS600JOSE',Packing Tables,H-3657-STEEL,"Industrial Packing Table - 48 x 36"", Steel Top",1,415.0,JOSE,2025-10-01,2025Q4,Orlando,Other
2025-10-01,42325342,198696106,WHS600JOSE',Free Offers,H-10105,Deluxe Steak Knife Set,1,0.0,JOSE,2025-10-01,2025Q4,Orlando,Other
2025-09-26,42323458,198515326,TRAVIS,Markers / Stencils,H-384R,Sharpie&reg; Magnum Markers - Red,24,123.6,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,"Boxes, Corrugated",S-4084,"8 x 8 x 8"" Corrugated Boxes 25/bundle",50,33.0,TRAVIS,2025-09-01,2025Q3,Atlanta,"Boxes, Corrugated"
2025-09-26,42323458,198515326,TRAVIS,Store Operations,H-6328BL,"Pedestal Sign Holder - 8 1/2 x 11"", Black",9,900.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,Markers / Stencils,H-2759,Expo&reg; Dry Erase Markers - Assortment Pack,1,8.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,Markers / Stencils,S-17367FY,"Sharpie&reg; Highlighters - Tank, Fluorescent Yellow 12/pack",1,11.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,Markers / Stencils,S-17367FG,"Sharpie&reg; Highlighters - Tank, Fluorescent Green 12/pack",1,11.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,Markers / Stencils,S-17367FP,"Sharpie&reg; Highlighters - Tank, Fluorescent Pink 12/pack",1,11.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,Markers / Stencils,S-17367BLU,"Sharpie&reg; Highlighters - Tank, Fluorescent Blue 12/pack",1,11.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,Markers / Stencils,S-24148BL,"Pilot&reg; G-2&reg; Gel Pen - Bold Tip, Black",12,25.8,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,Office Supplies,H-10123,Wire Mesh Desktop Pencil Cup,4,28.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-26,42323458,198515326,TRAVIS,Free Offers,S-21215DET-X,"NFL Hoodie - Detroit Lions, XL",1,0.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-25,42263887,198467555,GILBERT,Stretch Wrap,S-2190,"Uline Stretch Wrap - Cast, 80 gauge, 18"" x 1,500' 4 rolls/case",16,336.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Stretch Wrap
2025-09-25,42263887,198467555,GILBERT,Tape,S-16863,"Uline Industrial Vinyl Safety Tape - 4"" x 36 yds, White 12 rolls/case",3,49.8,GILBERT,2025-09-01,2025Q3,Oklahoma City,Tape
2025-09-25,42263887,198467555,GILBERT,Free Offers,S-25604BLU,Glamping Chair,1,0.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Other
2025-09-25,42263887,198467555,GILBERT,"Boxes, Corrugated",S-10665,"40 x 12 x 12"" Long Corrugated Boxes 15/bundle",75,387.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,"Boxes, Corrugated"
2025-09-25,42263887,198467555,GILBERT,Stretch Wrap,S-642,"Uline Stretch Wrap - Blown, 80 gauge, 18"" x 1,500' 4 rolls/case",16,320.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Stretch Wrap
2025-09-25,42102810,198439663,WHS600JOSE',Workbenches and Packing Tables,H-6982,"Adjustable Height Machine Table - 36 x 24 x 30-37""",2,330.0,JOSE,2025-09-01,2025Q3,Orlando,Other
2025-09-25,42102810,198439663,WHS600JOSE',Packing Tables,H-3657-STEEL,"Industrial Packing Table - 48 x 36"", Steel Top",1,415.0,JOSE,2025-09-01,2025Q3,Orlando,Other
2025-09-25,42102810,198439663,WHS600JOSE',Packing List Envelopes,S-209,"""Invoice Enclosed"" Banner Envelopes - Orange, 4 1/2 x 5 1/2""   1,000/carton",1,29.0,JOSE,2025-09-01,2025Q3,Orlando,Packing List Envelopes
2025-09-25,42102810,198439663,WHS600JOSE',Free Offers,H-12108R,3-in-1 Creeper Seat,1,0.0,JOSE,2025-09-01,2025Q3,Orlando,Other
2025-09-24,42031682,198373866,JANET9242025,Material Handling,H-1366,"Uline Pallet Truck - Short/Narrow Fork, 36 x 21""",1,445.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-24,42031682,198373866,JANET9242025,Material Handling,H-1484,"Uline Pallet Truck - Short Fork, 36 x 27""",1,455.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-24,42031682,198373866,JANET9242025,Material Handling,H-2055,"Uline Loop Handle Steel Hand Truck - 16"" XL Nose Plate, Solid Wheels",1,170.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-24,42031682,198373866,JANET9242025,Free Offers,H-6688R,Kyocera Ceramic Knives - Red 3/set,1,0.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-22,41911022,198254934,TRAVIS,Barcode Labels and Printers,S-6264,"Industrial Direct Thermal Labels - 4 x 6"" 1,000/roll",8,264.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Barcode Labels and Printers
2025-09-22,41911022,198254934,TRAVIS,Facilities Maintenance,S-7319,"Uline Economy Trash Liners - Natural, 20-30 Gallon, .39 Mil   500/carton",1,45.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-22,41911022,198254934,TRAVIS,Packing List Envelopes,S-2328,"""Invoice Enclosed"" Banner Envelopes - Red, 4 1/2 x 6"" 1,000/carton",6,246.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Packing List Envelopes
2025-09-22,41911022,198254934,TRAVIS,Free Offers,S-23789ATL,Tervis&reg; NFL Tumbler - Atlanta Falcons,1,0.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-19,41834871,198191952,JANET9192025,Carts,H-3325BL,"Uline Flat Shelf Utility Cart - Standard, 44 x 25 x 33"", Black",3,480.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-19,41834871,198191952,JANET9192025,Store Operations,H-6328BL,"Pedestal Sign Holder - 8 1/2 x 11"", Black",10,1000.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-19,41834871,198191952,JANET9192025,Barcode Labels and Printers,S-6802,"Desktop Direct Thermal Labels - 4 x 6"" 250/roll",24,240.0,JANET,2025-09-01,2025Q3,Charlotte,Barcode Labels and Printers
2025-09-19,41834871,198191952,JANET9192025,Barcode Labels and Printers,S-11278,Thermal Printer Cleaning Pen 12/box,1,22.0,JANET,2025-09-01,2025Q3,Charlotte,Barcode Labels and Printers
2025-09-19,41834871,198191952,JANET9192025,Free Offers,S-20087ATL-X,"NFL Soft Shell Coat - Atlanta Falcons, XL",1,0.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-19,41827572,198187778,WHS600JOSE',Warehouse Equipment / Supplies,H-595,Economy Cutter 12/box,2,24.0,JOSE,2025-09-01,2025Q3,Orlando,Warehouse Equipment / Supplies
2025-09-19,41827572,198187778,WHS600JOSE',"Boxes, Corrugated",S-4060,"6 x 4 x 4"" Corrugated Boxes 25/bundle",125,46.25,JOSE,2025-09-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-09-19,41827572,198187778,WHS600JOSE',"Boxes, Corrugated",S-4335,"12 x 9 x 9"" Corrugated Boxes 25/bundle",125,123.75,JOSE,2025-09-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-09-19,41827572,198187778,WHS600JOSE',"Boxes, Corrugated",S-4160,"16 x 12 x 10"" Corrugated Boxes 25/bundle",50,71.0,JOSE,2025-09-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-09-19,41827572,198187778,WHS600JOSE',"Boxes, Corrugated",S-4854,"13 x 10 x 5"" Corrugated Boxes 25/bundle",75,106.5,JOSE,2025-09-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-09-19,41827572,198187778,WHS600JOSE',"Boxes, Corrugated",S-19816,"24 x 14 x 20"" Corrugated Boxes 15/bundle",30,132.0,JOSE,2025-09-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-09-19,41827572,198187778,WHS600JOSE',"Boxes, Corrugated",S-4913,"28 x 8 x 8"" Long Corrugated Boxes 25/bundle",75,153.0,JOSE,2025-09-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-09-19,41827572,198187778,WHS600JOSE',"Boxes, Corrugated",S-4748,"40 x 8 x 8"" Long Corrugated Boxes 25/bundle",75,254.25,JOSE,2025-09-01,2025Q3,Orlando,"Boxes, Corrugated"
2025-09-19,41827572,198187778,WHS600JOSE',Tape,S-423,"Uline Industrial Tape - 2 Mil, 2"" x 110 yds, Clear 36 rolls/case",72,138.24,JOSE,2025-09-01,2025Q3,Orlando,Tape
2025-09-19,41827572,198187778,WHS600JOSE',Markers / Stencils,S-12700BL,"Uline Pallet Markers - Chisel-Tip, Black",12,13.8,JOSE,2025-09-01,2025Q3,Orlando,Other
2025-09-19,41827572,198187778,WHS600JOSE',Janitorial Supplies,S-12889,"Oil Only Sorbent Pads - 15 x 19"", Light 100/carton",2,100.0,JOSE,2025-09-01,2025Q3,Orlando,Janitorial Supplies
2025-09-19,41827572,198187778,WHS600JOSE',Tape,H-150,"Uline Industrial Side Loader Tape Dispenser - 2""",1,0.0,JOSE,2025-09-01,2025Q3,Orlando,Tape
2025-09-19,41827572,198187778,WHS600JOSE',Janitorial Supplies,S-11683,Oil-Dri&reg; Premium Bag - 35 lb,4,76.0,JOSE,2025-09-01,2025Q3,Orlando,Janitorial Supplies
2025-09-19,41827572,198187778,WHS600JOSE',Free Offers,H-6688BL,Kyocera Ceramic Knives - Black 3/set,1,0.0,JOSE,2025-09-01,2025Q3,Orlando,Other
2025-09-19,37112076,198163414,ONT91925ST,Shelving and Storage,H-3587,"Plastic Shelving - 36 x 24 x 75""",1,395.0,SUSAN,2025-09-01,2025Q3,Ontario,Other
2025-09-19,37112076,198163414,ONT91925ST,Carts,H-3325BL,"Uline Flat Shelf Utility Cart - Standard, 44 x 25 x 33"", Black",2,340.0,SUSAN,2025-09-01,2025Q3,Ontario,Other
2025-09-19,37112076,198163414,ONT91925ST,Free Offers,H-8804,9-in-1 Ratcheting Screwdriver,1,0.0,SUSAN,2025-09-01,2025Q3,Ontario,Other
2025-09-18,41773968,198142348,JANET9182025,Store Operations,H-6328BL,"Pedestal Sign Holder - 8 1/2 x 11"", Black",1,105.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-18,41773968,198142348,JANET9182025,Warehouse Equipment / Supplies,H-1798,"Aluminum Lever Lock Load Bar - Rubber Ends, 89-104""",1,75.0,JANET,2025-09-01,2025Q3,Charlotte,Warehouse Equipment / Supplies
2025-09-18,41773968,198142348,JANET9182025,Free Offers,S-26267,2026 American Muscle Cars Calendar,1,0.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-18,41754509,198131244,TRAVIS,Store Operations,H-6328BL,"Pedestal Sign Holder - 8 1/2 x 11"", Black",10,1000.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-18,41754509,198131244,TRAVIS,Free Offers,S-22136,Camp Chair and Table Combo,1,0.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-17,41700842,198081916,TRAVIS,Janitorial Supplies,S-24385L,Gatorade&reg; Single Packs - Lemon-Lime 80/case,2,150.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Janitorial Supplies
2025-09-17,41700842,198081916,TRAVIS,"Boxes, Corrugated",S-4748,"40 x 8 x 8"" Long Corrugated Boxes 25/bundle",100,314.0,TRAVIS,2025-09-01,2025Q3,Atlanta,"Boxes, Corrugated"
2025-09-17,41700842,198081916,TRAVIS,Office Supplies,S-25416,"3M Post-it&reg; Notes - Super Sticky, 3 x 3"", Assorted Brights   12/pack",2,48.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-17,41700842,198081916,TRAVIS,Strapping,H-242,Industrial Steel Strapping Tensioner,1,153.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Strapping
2025-09-17,41700842,198081916,TRAVIS,Bins and Totes,H-3053D,"Dividers for Magnum Hopper Bins - 24 x 11"", Black 3/pack",2,78.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-17,41700842,198081916,TRAVIS,Bins and Totes,H-2240D,"Dividers for Magnum Hopper Bins - 20 x 12"", Black 3/pack",2,48.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-17,41700842,198081916,TRAVIS,Free Offers,S-23284BLU,iHome Bluetooth&reg; Speaker - Blue,1,0.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-12,41396618,197867077,GILBERT,Packing List Envelopes,S-7815,"American Flag Packing List Envelopes - 4 1/2 x 5 1/2"" 1,000/carton",6,180.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Packing List Envelopes
2025-09-12,41396618,197867077,GILBERT,Tape,S-22043,"Uline Fast Tack Spray Adhesive - Low VOC, 14 oz",24,210.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Tape
2025-09-12,41396618,197867077,GILBERT,Bubble Cushioning,S-8278P,"Economy Bubble Roll - 16"" x 375', 5/16"", Perforated 3 rolls/bundle",3,153.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Other
2025-09-12,41396618,197867077,GILBERT,Facilities Maintenance,H-505,Spray Can Holder/Gun,1,0.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Other
2025-09-12,41396618,197867077,GILBERT,Janitorial Supplies,H-3475,"Microfiber Deluxe Dust Mop Kit - 48""",1,49.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Janitorial Supplies
2025-09-12,41396618,197867077,GILBERT,Janitorial Supplies,S-18412,"Microfiber Deluxe Dust Mop Replacement Head - 48""",6,150.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Janitorial Supplies
2025-09-12,41396618,197867077,GILBERT,Markers / Stencils,S-22749BL,"Uline Easy Glide Gel Pen - Medium Tip, Black",24,21.6,GILBERT,2025-09-01,2025Q3,Oklahoma City,Other
2025-09-12,41396618,197867077,GILBERT,"Boxes, Corrugated",S-4534,"15 x 15 x 20"" Corrugated Boxes 25/bundle",75,264.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,"Boxes, Corrugated"
2025-09-12,41396618,197867077,GILBERT,Free Offers,S-25533HOU-L,"MLB Windbreaker - Houston Astros, Large",1,0.0,GILBERT,2025-09-01,2025Q3,Oklahoma City,Other
2025-09-12,36869336,198031719,JANET9122025,Bubble Cushioning,S-3927P,"Economy Bubble Roll - 12"" x 750', 3/16"", Perforated 4 rolls/bundle",4,196.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,S-7127,"Uline Deluxe Multi-Fold Towels 4,000 sheets/case",2,76.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,H-1621,"Contractors Broom - 30"", Medium Bristles",3,105.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,H-7400,"Rubbermaid&reg; WaveBrake&reg; Bucket/Wringer - Side Press, 26 Quart",1,89.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,H-872,"Quick Release Swing Bar Wooden Mop Handle - 60""",1,14.5,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,S-7121W,"Economy Wet Mop Head - 24 oz, White",6,43.5,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,H-6557,Air Wick&reg; Scented Oil Warmer 6/carton,1,16.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,S-21836,Air Wick&reg; Scented Oil Refill - Fresh Linen 12/carton,1,54.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,H-2241,Uline Air Freshener Dispenser,2,78.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,S-14824,Uline Air Freshener Spray - Citrus Blossom 12 cans/case,1,70.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Cleaners,S-19452,Uline Glass Cleaner Refill - 1 Gallon Bottle,1,9.5,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-12,36869336,197855481,JANET9122025,Cleaners,S-19454,"Uline Multi-Purpose Cleaner - Lavender Scent, 1 Gallon Bottle",1,12.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-12,36869336,197855481,JANET9122025,Markers / Stencils,S-22748BL,"Uline Comfort Grip Ballpoint Pen - Medium Tip, Black",24,24.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-12,36869336,197855481,JANET9122025,Gloves,S-16882R-M,"Uline Gription&reg; Flex Latex Coated Gloves - Red, Medium 12   pairs/carton",1,27.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,S-11683,Oil-Dri&reg; Premium Bag - 35 lb,3,57.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,Strapping,S-821,"Uline Poly Strapping - 1/2"" x .024"" x 7,200', Black",1,79.0,JANET,2025-09-01,2025Q3,Charlotte,Strapping
2025-09-12,36869336,197855481,JANET9122025,Stretch Wrap,S-1831,"Uline Econo-Wrapper&reg; - Cast, 80 gauge, 20"" x 1,000' 4 rolls/case",4,72.0,JANET,2025-09-01,2025Q3,Charlotte,Stretch Wrap
2025-09-12,36869336,197855481,JANET9122025,Stretch Wrap,H-175,Stretch Wrap Cutter,1,0.0,JANET,2025-09-01,2025Q3,Charlotte,Stretch Wrap
2025-09-12,36869336,197855481,JANET9122025,Tape,S-313,Uline Fast Tack Spray Adhesive - 11.5 oz,24,210.0,JANET,2025-09-01,2025Q3,Charlotte,Tape
2025-09-12,36869336,197855481,JANET9122025,Facilities Maintenance,H-505,Spray Can Holder/Gun,1,0.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-12,36869336,197855481,JANET9122025,Janitorial Supplies,S-7247,"Universal Sorbent Pads - 15 x 19"", Heavy 100/carton",2,164.0,JANET,2025-09-01,2025Q3,Charlotte,Janitorial Supplies
2025-09-12,36869336,197855481,JANET9122025,"Boxes, Corrugated",S-4995,"20 x 16 x 16"" 275 lb Double Wall Corrugated Boxes 10/bundle",110,680.9,JANET,2025-09-01,2025Q3,Charlotte,"Boxes, Corrugated"
2025-09-12,36869336,197855481,JANET9122025,"Boxes, Corrugated",S-22173,"8 x 4 x 4"" Lightweight 32 ECT Corrugated Boxes 25/bundle",1250,462.5,JANET,2025-09-01,2025Q3,Charlotte,"Boxes, Corrugated"
2025-09-12,36869336,197855481,JANET9122025,"Boxes, Corrugated",S-19062,"10 x 8 x 8"" Lightweight 32 ECT Corrugated Boxes 25/bundle",900,567.0,JANET,2025-09-01,2025Q3,Charlotte,"Boxes, Corrugated"
2025-09-12,36869336,197855481,JANET9122025,Bubble Cushioning,S-3927P,"Economy Bubble Roll - 12"" x 750', 3/16"", Perforated 4 rolls/bundle",4,196.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-12,36869336,197855481,JANET9122025,Free Offers,H-12115,Emergency Crank Radio,1,0.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-12,36869336,198279757,JANET9122025,Bubble Cushioning,S-3927P,"Economy Bubble Roll - 12"" x 750', 3/16"", Perforated 4 rolls/bundle",-4,-196.0,JANET,2025-09-01,2025Q3,Charlotte,Other
2025-09-09,41124929,197683933,ONT9925ST,Envelopes and Mailers,S-5897,"Uline Self-Seal White Bubble CD Mailers - 7 1/4 x 8"" 200/case",3,186.0,SUSAN,2025-09-01,2025Q3,Ontario,Other
2025-09-09,41124929,197683933,ONT9925ST,"Boxes, Corrugated",S-4125,"12 x 12 x 12"" Corrugated Boxes 25/bundle",150,163.5,SUSAN,2025-09-01,2025Q3,Ontario,"Boxes, Corrugated"
2025-09-09,41124929,197683933,ONT9925ST,Bubble Cushioning,S-7541P,"Heavy Duty Bubble Roll - 12"" x 250', 1/2"", Perforated 4 rolls/bundle",8,560.0,SUSAN,2025-09-01,2025Q3,Ontario,Other
2025-09-09,41124929,197683933,ONT9925ST,"Boxes, Corrugated",S-13318,"20 x 20 x 16"" 275 lb Double Wall Corrugated Boxes 10/bundle",150,1149.0,SUSAN,2025-09-01,2025Q3,Ontario,"Boxes, Corrugated"
2025-09-09,41124929,197683933,ONT9925ST,"Boxes, Corrugated",S-4542,"20 x 14 x 6"" Corrugated Boxes 25/bundle",200,330.0,SUSAN,2025-09-01,2025Q3,Ontario,"Boxes, Corrugated"
2025-09-09,41124929,197683933,ONT9925ST,Facilities Maintenance,S-21324W,"Drawstring Trash Liners - 1 Mil, 23-30 Gallon, White 200/carton",1,58.0,SUSAN,2025-09-01,2025Q3,Ontario,Other
2025-09-09,41124929,197683933,ONT9925ST,Janitorial Supplies,S-7127,"Uline Deluxe Multi-Fold Towels 4,000 sheets/case",2,76.0,SUSAN,2025-09-01,2025Q3,Ontario,Janitorial Supplies
2025-09-09,41124929,197683933,ONT9925ST,Free Offers,H-10898,Air Fryer,1,0.0,SUSAN,2025-09-01,2025Q3,Ontario,Other
2025-09-03,40994091,197454751,TRAVIS,Food Service and Packaging,S-18484,Folgers&reg; Classic Roast Filter Packs - Regular 40 packets/box,2,88.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-03,40994091,197454751,TRAVIS,Food Service and Packaging,S-21355,N'Joy Sugar - 20 oz 3/box,1,11.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-03,40994091,197454751,TRAVIS,Free Offers,S-25475ATL,NFL Blanket - Atlanta Falcons,1,0.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-03,40994091,197454751,TRAVIS,"Boxes, Corrugated",S-10665,"40 x 12 x 12"" Long Corrugated Boxes 15/bundle",60,309.6,TRAVIS,2025-09-01,2025Q3,Atlanta,"Boxes, Corrugated"
2025-09-03,40994091,197454751,TRAVIS,"Cushioning, Peanuts and Foam",S-3575,"30 lb Kraft Paper Roll - 24"" x 1,200'",1,34.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-03,40994091,197454751,TRAVIS,"Boxes, Corrugated",S-4062,"6 x 6 x 6"" Corrugated Boxes 25/bundle",100,45.0,TRAVIS,2025-09-01,2025Q3,Atlanta,"Boxes, Corrugated"
2025-09-03,40994091,197454751,TRAVIS,Tape,S-423,"Uline Industrial Tape - 2 Mil, 2"" x 110 yds, Clear 36 rolls/case",36,72.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Tape
2025-09-03,40994091,197454751,TRAVIS,Tape,H-150,"Uline Industrial Side Loader Tape Dispenser - 2""",1,0.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Tape
2025-09-03,40994091,197454751,TRAVIS,Facilities Maintenance,S-5108,"Uline Industrial Trash Liners - 40-45 Gallon, 1.5 Mil, Black   100/carton",1,60.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Other
2025-09-03,40994091,197454751,TRAVIS,Janitorial Supplies,S-7303,"Uline Plastic Forks - Standard Weight, White 100/box",1,6.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Janitorial Supplies
2025-09-03,40994091,197454751,TRAVIS,Janitorial Supplies,S-7305,"Uline Plastic Spoons - Standard Weight, White 100/box",1,6.0,TRAVIS,2025-09-01,2025Q3,Atlanta,Janitorial Supplies
2025-09-03,40786339,197442278,DELL,Janitorial Supplies,S-7217,"Uline Kraft Paper Roll Towels - 8"" x 350' 12 rolls/case",1,40.0,DELL,2025-09-01,2025Q3,Flowood,Janitorial Supplies
2025-09-03,40786339,197442278,DELL,Janitorial Supplies,S-20661,Uline Antibacterial Hand Soap - 7.5 oz Dispenser,6,16.5,DELL,2025-09-01,2025Q3,Flowood,Janitorial Supplies
2025-09-03,40786339,197442278,DELL,"Boxes, Corrugated",S-4606,"10 x 10 x 48"" Tall Corrugated Boxes 20/bundle",60,309.0,DELL,2025-09-01,2025Q3,Flowood,"Boxes, Corrugated"
